08/11/2022,02:18:35 AM,1.0296000242233276,0
08/11/2022,02:18:40 AM,1.0295000076293945,0
08/11/2022,02:19:47 AM,1.0297000408172607,0
08/11/2022,02:19:57 AM,1.0298000574111938,0
08/11/2022,02:20:02 AM,1.0297000408172607,0
08/11/2022,02:20:12 AM,1.0298000574111938,0
08/11/2022,02:20:37 AM,1.0298999547958374,0
08/11/2022,02:21:02 AM,1.0298999547958374,0
08/11/2022,02:21:07 AM,1.0297000408172607,0
08/11/2022,02:21:12 AM,1.0298000574111938,0
08/11/2022,02:25:54 AM,1.0300999879837036,0
08/11/2022,02:26:19 AM,1.0300999879837036,0
08/11/2022,02:28:59 AM,1.0303000211715698,0
08/11/2022,02:29:04 AM,1.0303000211715698,0
08/11/2022,02:29:54 AM,1.0302000045776367,0
08/11/2022,02:30:04 AM,1.0302000045776367,0
